split	en	bn
train	every evening, the family eats dinner together.	প্রতিদিন সন্ধ্যায় পরিবারটি একসঙ্গে রাতের খাবার খায়।
train	The traveler goes to the countryside by boat.	ভ্রমণকারী গ্রামাঞ্চলে নৌকায় যায়।
train	The traveler goes to the river port by rickshaw.	ভ্রমণকারী নদীবন্দরে রিকশায় যায়।
train	The shopkeeper packed six shirts.	দোকানদার ছয়টি শার্ট প্যাক করেছে।
train	My friend will join the class this evening.	আমার বন্ধু আজ সন্ধ্যায় ক্লাসে যোগ দেবে।
train	My friend will call the manager this afternoon.	আমার বন্ধু আজ বিকেলে ব্যবস্থাপককে ফোন করবে।
train	every morning, the family plans the next week.	প্রতিদিন সকালে পরিবারটি পরের সপ্তাহের পরিকল্পনা করে।
train	The developer uses the computer to read an article.	ডেভেলপার কম্পিউটার ব্যবহার করে একটি নিবন্ধ পড়তে।
train	We measured tokenization speed for the training set.	আমরা প্রশিক্ষণ সেটের টোকেনাইজেশনের গতি পরিমাপ করেছি।
train	Please save the file carefully.	দয়া করে সাবধানে ফাইলটি সংরক্ষণ করুন।
train	the teacher goes to the office every week.	শিক্ষক প্রতি সপ্তাহে অফিসে যায়।
